Credit: http://books.google.com/books?id=XWSc3b_gkX8C&pg=PA47&hl=en
Trial,Testing?,Seconds,WPM,AdjWPM,CPS,KSPS,MSD,KSPC,UncErrRate,CorErrRate,TotErrRate,Effic,Consc,UtilBand,WasteBand,|C|,|INF|,|IF|,|F|,|P|,|T|,|IS|
1,0,165.8545704,2.09822375808343,2.09822375808343,0.174851979840285,0.687349162130777,0,3.83333333333333,0,0.571428571428571,0.571428571428571,0.888888888888889,1,0.260869565217391,0.739130434782609,30,0,40,45,30,30,115
2,0,194.2869597,1.91469360874455,1.91469360874455,0.159557800728713,1.02425814016174,0,6.25,0,0.706422018348624,0.706422018348624,0.846153846153846,1,0.16,0.84,32,0,77,91,32,32,200
3,0,55.0845302,6.31756318400987,6.31756318400987,0.526463598667489,1.21631245209385,0,2.26666666666667,0,0.387755102040816,0.387755102040816,1,1,0.441176470588235,0.558823529411765,30,0,19,19,30,30,68
4,1,102.6312187,3.74155159476831,3.74155159476831,0.311795966230692,1.1692348733651,0,3.66666666666667,0,0.565789473684211,0.565789473684211,0.955555555555556,1,0.272727272727273,0.727272727272727,33,0,43,45,33,33,121
5,1,63.0622435,4.7572046814351,4.7572046814351,0.396433723452925,1.22101586823501,0,3,0,0.5,0.5,1,1,0.333333333333333,0.666666666666667,26,0,26,26,26,26,78
6,1,43.0415933,7.80640246419502,7.61600240409271,0.650533538682919,1.16166703336235,1,1.75862068965517,0.024390243902439,0.268292682926829,0.292682926829268,1,0.916666666666667,0.557692307692308,0.442307692307692,29,1,11,11,30,29,51
7,1,43.402489,7.74149150754926,7.74149150754926,0.645124292295771,1.24416827799899,0,1.89655172413793,0,0.30952380952381,0.30952380952381,1,1,0.527272727272727,0.472727272727273,29,0,13,13,29,29,55
8,1,43.7087988,7.96178365807664,7.96178365807664,0.663481971506387,1.57862951841175,0,2.33333333333333,0,0.4,0.4,1,1,0.428571428571429,0.571428571428571,30,0,20,20,30,30,70
9,1,62.1718257,4.05328293262586,4.05328293262586,0.337773577718822,1.8175435372489,0,5.18181818181818,0,0.639344262295082,0.639344262295082,0.735849056603774,1,0.192982456140351,0.807017543859649,22,0,39,53,22,22,114
10,1,75.5057402,3.49642291169804,3.49642291169804,0.291368575974837,0.953569885008557,0,3.17391304347826,0,0.51063829787234,0.51063829787234,0.923076923076923,1,0.315068493150685,0.684931506849315,23,0,24,26,23,23,73
11,1,25.1342604,9.07128343430388,9.07128343430388,0.75594028619199,1.79038488834945,0,2.3,0,0.375,0.375,0.857142857142857,1,0.434782608695652,0.565217391304348,20,0,12,14,20,20,46
12,1,65.9763352,7.09345250204197,6.1926966287668,0.591121041836831,1.31865463178985,8,2.2,0.126984126984127,0.365079365079365,0.492063492063492,0.92,0.741935483870968,0.363636363636364,0.636363636363636,32,8,23,25,32,40,88
13,1,150.6427872,2.62873521766597,2.62873521766597,0.219061268138831,1.36747337080603,0,6.08823529411765,0,0.688073394495413,0.688073394495413,0.76530612244898,1,0.164251207729469,0.835748792270531,34,0,75,98,34,34,207
14,1,50.8341679,4.95729566176296,4.95729566176296,0.41310797181358,1.35735476453033,0,3.18181818181818,0,0.521739130434783,0.521739130434783,1,1,0.314285714285714,0.685714285714286,22,0,24,24,22,22,70
15,1,43.2175844,8.05227790565731,8.05227790565731,0.671023158804776,0.994965373400185,0,1.46666666666667,0,0.189189189189189,0.189189189189189,1,1,0.681818181818182,0.318181818181818,30,0,7,7,30,30,44
