Credit: http://books.google.com/books?id=XWSc3b_gkX8C&pg=PA47&hl=en
Trial,Testing?,Seconds,WPM,AdjWPM,CPS,KSPS,MSD,KSPC,UncErrRate,CorErrRate,TotErrRate,Effic,Consc,UtilBand,WasteBand,|C|,|INF|,|IF|,|F|,|P|,|T|,|IS|
1,0,170.105711,2.39850853684742,2.39850853684742,0.199875711403952,0.317449659288629,0,1.57142857142857,0,0.222222222222222,0.222222222222222,1,1,0.636363636363636,0.363636363636364,35,0,10,10,35,35,55
2,0,70.1108212,3.76546723432188,3.76546723432188,0.31378893619349,0.31378893619349,0,1,0,0,0,1,1,1,0,23,0,0,0,23,23,23
3,0,147.5909119,1.70742220341278,1.41303906489334,0.142285183617732,0.691099463286127,10,4.68181818181818,0.172413793103448,0.448275862068966,0.620689655172414,0.472727272727273,0.722222222222222,0.194690265486726,0.805309734513274,22,10,26,55,32,22,103
