Credit: http://books.google.com/books?id=XWSc3b_gkX8C&pg=PA47&hl=en
Trial,Testing?,Seconds,WPM,AdjWPM,CPS,KSPS,MSD,KSPC,UncErrRate,CorErrRate,TotErrRate,Effic,Consc,UtilBand,WasteBand,|C|,|INF|,|IF|,|F|,|P|,|T|,|IS|
1,0,21.8077451,12.6560540181662,12.128718434076,1.05467116818052,1.05467116818052,1,1,0.0416666666666667,0,0.0416666666666667,1,0,0.958333333333333,0.0416666666666667,23,1,0,0,24,24,24
2,0,56.6253951,6.14565248304996,6.14565248304996,0.51213770692083,1.1832147021964,0,2.26666666666667,0,0.387755102040816,0.387755102040816,1,1,0.441176470588235,0.558823529411765,30,0,19,19,30,30,68
3,0,25.2962549,8.53881338774777,8.53881338774777,0.711567782312314,1.02782013000668,0,1.42105263157895,0,0.173913043478261,0.173913043478261,1,1,0.703703703703704,0.296296296296296,19,0,4,4,19,19,27
4,1,11.8042512,15.2487436051852,15.2487436051852,1.27072863376544,1.27072863376544,0,1,0,0,0,1,1,1,0,16,0,0,0,16,16,16
5,1,37.3808224,5.77836404155731,5.77836404155731,0.481530336796442,0.856053932082564,0,1.73684210526316,0,0.269230769230769,0.269230769230769,1,1,0.575757575757576,0.424242424242424,19,0,7,7,19,19,33
6,1,27.168712,7.06695260342117,7.06695260342117,0.588912716951764,0.588912716951764,0,1,0,0,0,1,1,1,0,17,0,0,0,17,17,17
7,1,44.2174707,5.42771886769181,5.21896044970367,0.452309905640985,0.678464858461477,1,1.47619047619048,0.0384615384615385,0.192307692307692,0.230769230769231,1,0.833333333333333,0.645161290322581,0.354838709677419,20,1,5,5,21,21,31
8,1,66.7393163,3.77588524981638,3.77588524981638,0.314657104151365,0.644297879928986,0,2,0,0.333333333333333,0.333333333333333,1,1,0.5,0.5,22,0,11,11,22,22,44
9,1,34.9841907,8.57530198633407,8.57530198633407,0.714608498861173,0.943283218496748,0,1.30769230769231,0,0.133333333333333,0.133333333333333,1,1,0.764705882352941,0.235294117647059,26,0,4,4,26,26,34
10,1,61.0727329,3.92974063225522,3.92974063225522,0.327478386021268,0.949687319461678,0,2.80952380952381,0,0.475,0.475,1,1,0.355932203389831,0.644067796610169,21,0,19,19,21,21,59
11,1,32.8217992,7.67782407248412,7.67782407248412,0.63981867270701,0.822624007766156,0,1.27272727272727,0,0.12,0.12,1,1,0.785714285714286,0.214285714285714,22,0,3,3,22,22,28
12,1,32.9548084,6.91856548618259,6.91856548618259,0.576547123848549,0.697925465711401,0,1.2,0,0.0909090909090909,0.0909090909090909,1,1,0.833333333333333,0.166666666666667,20,0,2,2,20,20,24
13,1,42.5334671,4.79622316046744,3.99685263372287,0.399685263372287,1.01096860735343,6,2.44444444444444,0.166666666666667,0.361111111111111,0.527777777777778,1,0.684210526315789,0.346938775510204,0.653061224489796,17,6,13,13,23,18,44
14,1,63.749365,4.70592922768721,4.58208898485334,0.392160768973934,0.768635107188911,1,1.92307692307692,0.0263157894736842,0.315789473684211,0.342105263157895,1,0.923076923076923,0.5,0.5,25,1,12,12,26,26,50
15,1,20.537507,13.4388268254759,13.4388268254759,1.11990223545633,1.11990223545633,0,1,0,0,0,1,1,1,0,24,0,0,0,24,24,24
