Credit: http://dx.doi.org/10.1145/1188816.1188819
,COUNTS,,,,,ERROR RATES,,,SUBSTITUTIONS vs. INTENTIONS,,,,OMISSIONS vs. PRESENTATIONS,,,,INSERTIONS vs. ENTRIES,,,,
Character,Presented,Transcribed,Entered,Intended,Correct,Unc,Cor,Total,Count,Unc,Cor,Total,Count,Unc,Cor,Total,Count,Unc,Cor,Total
Space,38,44,46,38,38,0,181818181818182,0,0,173913043478261,0,0,0,0,2,0,0526315789473684,0,0,0526315789473684,8,0,173913043478261,0,0,173913043478261
C,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
a,14,13,13,15,13,0,0,0,2,0,0,133333333333333,0,133333333333333,1,0,0714285714285714,0,0,0714285714285714,0,0,0,0
b,2,1,3,1,1,0,1,0,666666666666667,0,0,0,0,1,0,5,0,0,5,0,0,0,0
c,8,8,9,8,8,0,1,0,111111111111111,0,0,0,0,0,0,0,0,0,0,0,0
d,12,10,10,11,10,0,0,0,1,0,0,0909090909090909,0,0909090909090909,2,0,166666666666667,0,0,166666666666667,0,0,0,0
e,20,18,21,21,19,0,0,666666666666667,0,0952380952380952,2,0,0,0952380952380952,0,0952380952380952,2,0,1,0,0,1,1,0,0,0476190476190476,0,0476190476190476
f,6,6,10,6,6,0,1,0,4,0,0,0,0,0,0,0,0,0,0,0,0
g,5,5,6,7,5,0,1,0,166666666666667,2,0,0,285714285714286,0,285714285714286,0,0,0,0,0,0,0,0
h,7,7,7,7,7,0,0,0,0,0,0,0,1,0,0,142857142857143,0,142857142857143,0,0,0,0
i,18,17,17,18,17,0,0,0,1,0,0,0555555555555556,0,0555555555555556,1,0,0555555555555556,0,0,0555555555555556,0,0,0,0
j,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
k,2,2,3,2,2,0,1,0,333333333333333,0,0,0,0,0,0,0,0,0,0,0,0
l,12,12,13,12,12,0,1,0,0769230769230769,0,0,0,0,0,0,0,0,0,0,0,0
m,2,2,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
n,14,14,14,14,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
o,19,18,19,18,18,0,1,0,0526315789473685,0,0,0,0,1,0,0526315789473684,0,0,0526315789473684,0,0,0,0
p,4,4,4,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
q,1,1,2,2,1,0,1,0,5,1,0,0,5,0,5,0,0,0,0,0,0,0,0
r,16,16,18,20,17,0,0,5,0,0555555555555556,3,0,0,15,0,15,0,0,0,0,0,0,0,0
s,13,13,13,14,13,0,0,0,1,0,0,0714285714285714,0,0714285714285714,0,0,0,0,0,0,0,0
t,14,14,15,15,14,0,1,0,0666666666666667,1,0,0,0666666666666667,0,0666666666666667,0,0,0,0,1,0,0,0666666666666667,0,0666666666666667
u,12,12,14,15,14,0,1,11022302462516E-16,0,1,0,0,0666666666666667,0,0666666666666667,0,0,0,0,0,0,0,0
v,7,6,6,6,6,0,0,0,0,0,0,0,1,0,142857142857143,0,0,142857142857143,0,0,0,0
w,5,5,5,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
y,8,8,8,8,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
z,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
Total,261,258,281,271,256,0,0310077519379846,0,739130434782609,0,0889679715302492,15,0,0,0553505535055351,0,0553505535055351,12,0,0421455938697318,0,00383141762452107,0,0459770114942529,10,0,0284697508896797,0,00711743772241993,0,0355871886120996
