Credit: http://books.google.com/books?id=XWSc3b_gkX8C&pg=PA47&hl=en
Trial,Testing?,Seconds,WPM,AdjWPM,CPS,KSPS,MSD,KSPC,UncErrRate,CorErrRate,TotErrRate,Effic,Consc,UtilBand,WasteBand,|C|,|INF|,|IF|,|F|,|P|,|T|,|IS|
1,0,69,8462805,3,607922973078,2,204841816881,0,3006602477565,0,3006602477565,14,1,0,388888888888889,0,0,388888888888889,1,0,0,611111111111111,0,388888888888889,22,14,0,0,36,22,22
2,0,34,4887691,6,95878705627682,5,79898921356402,0,579898921356402,0,579898921356402,4,1,0,166666666666667,0,0,166666666666667,1,0,0,833333333333333,0,166666666666667,20,4,0,0,24,21,21
3,0,0,0,0,0,0,21,0,1,0,1,1,0,0,1,0,21,0,0,21,0,0
4,1,48,8892164,6,62722833086766,6,15385487866283,0,552269027572305,0,572723436000909,2,1,03571428571429,0,0714285714285714,0,0,0714285714285714,0,0,0,896551724137931,0,103448275862069,26,2,0,1,26,28,29
5,1,0,0,0,0,0,22,0,1,0,1,1,0,0,1,0,22,0,0,22,0,0
6,1,61,5420332,5,06970575681273,4,88864483692656,0,422475479734394,0,422475479734394,1,1,0,0357142857142857,0,0,0357142857142857,1,0,0,964285714285714,0,0357142857142857,27,1,0,0,28,27,27
7,1,37,0723424,8,0922860703833,7,51426563678449,0,674357172531941,0,674357172531941,2,1,0,0714285714285714,0,0,0714285714285714,1,0,0,928571428571429,0,0714285714285714,26,2,0,0,28,26,26
8,1,42,630191,7,60024743966078,7,05737262254215,0,633353953305065,0,633353953305065,2,1,0,0714285714285714,0,0,0714285714285714,1,0,0,928571428571429,0,0714285714285714,26,2,0,0,28,28,28
9,1,31,3444217,9,18823779096872,9,18823779096872,0,765686482580727,0,765686482580727,0,1,0,0,0,1,1,1,0,25,0,0,0,25,25,25
10,1,39,7887454,9,04778465319492,9,04778465319492,0,75398205443291,0,75398205443291,0,1,0,0,0,1,1,1,0,31,0,0,0,31,31,31
11,1,61,7398399,5,24782701938947,5,24782701938947,0,437318918282456,0,631682881963547,0,1,42857142857143,0,0,176470588235294,0,176470588235294,1,1,0,7,0,3,28,0,6,6,28,28,40
12,1,69,6104412,6,3783534818337,6,3783534818337,0,531529456819475,0,588992100799959,0,1,10526315789474,0,0,05,0,05,1,1,0,904761904761905,0,0952380952380952,38,0,2,2,38,38,42
13,1,3,9818692,9,04098005027388,1,90336422111029,0,75341500418949,0,75341500418949,15,1,0,789473684210526,0,0,789473684210526,1,0,0,210526315789474,0,789473684210526,4,15,0,0,19,4,4
