Credit: http://dx.doi.org/10.1145/1188816.1188819
,COUNTS,,,,,ERROR RATES,,,SUBSTITUTIONS vs. INTENTIONS,,,,OMISSIONS vs. PRESENTATIONS,,,,INSERTIONS vs. ENTRIES,,,,
Character,Presented,Transcribed,Entered,Intended,Correct,Unc,Cor,Total,Count,Unc,Cor,Total,Count,Unc,Cor,Total,Count,Unc,Cor,Total
Space,39,54,59,39,39,0,277777777777778,1,0,338983050847458,0,0,0,0,0,0,0,0,18,0,254237288135593,0,0508474576271186,0,305084745762712
I,1,0,0,1,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0
a,19,19,19,20,19,0,0,0,1,0,0,05,0,05,0,0,0,0,0,0,0,0
b,4,4,5,9,4,0,1,0,2,5,0,0,555555555555556,0,555555555555556,0,0,0,0,0,0,0,0
c,8,8,8,8,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
d,5,5,5,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
e,33,33,33,33,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
f,9,9,9,9,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
g,7,7,11,8,7,0,1,0,363636363636364,1,0,0,125,0,125,0,0,0,0,1,0,0,0909090909090909,0,0909090909090909
h,9,9,11,9,9,0,1,0,181818181818182,0,0,0,0,0,0,0,0,0,0,0,0
i,21,22,23,22,21,0,0454545454545454,1,0,0869565217391305,1,0,0,0454545454545455,0,0454545454545455,0,0,0,0,1,0,0,0434782608695652,0,0434782608695652
k,3,3,3,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
l,9,9,9,9,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
m,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
n,19,19,21,22,19,0,1,0,0952380952380952,3,0,0,136363636363636,0,136363636363636,0,0,0,0,1,0,0,0476190476190476,0,0476190476190476
o,19,19,21,21,20,0,0,5,0,0476190476190477,1,0,0,0476190476190476,0,0476190476190476,0,0,0,0,0,0,0,0
p,10,9,10,9,9,0,1,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0
r,11,11,12,12,11,0,1,0,0833333333333334,1,0,0,0833333333333333,0,0833333333333333,0,0,0,0,1,0,0,0833333333333333,0,0833333333333333
s,14,14,16,14,14,0,1,0,125,0,0,0,0,0,0,0,0,0,0,0,0
t,20,20,20,20,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
u,5,4,4,4,4,0,0,0,0,0,0,0,1,0,2,0,0,2,0,0,0,0
w,4,4,4,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
y,3,3,3,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
z,2,2,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Total,275,288,309,287,273,0,0555555555555556,0,952380952380952,0,116504854368932,14,0,00348432055749129,0,0452961672473868,0,0487804878048781,2,0,00727272727272727,0,0,00727272727272727,22,0,0485436893203883,0,0226537216828479,0,0711974110032362
