Credit: http://dx.doi.org/10.1145/1188816.1188819
,COUNTS,,,,,ERROR RATES,,,SUBSTITUTIONS vs. INTENTIONS,,,,OMISSIONS vs. PRESENTATIONS,,,,INSERTIONS vs. ENTRIES,,,,
Character,Presented,Transcribed,Entered,Intended,Correct,Unc,Cor,Total,Count,Unc,Cor,Total,Count,Unc,Cor,Total,Count,Unc,Cor,Total
Space,55,0000000000001,40,40,40,5,40,0,0,0,0,5,0,0123456790123457,0,0,0123456790123457,14,5,0,263636363636364,0,0,263636363636364,0,0,0,0
a,25,19,19,19,19,0,0,0,0,0,0,0,7,0,24,0,04,0,28,0,0,0,0
b,2,2,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
c,3,2,2,2,2,0,0,0,0,0,0,0,1,0,333333333333333,0,0,333333333333333,0,0,0,0
d,9,00000000000001,7,7,7,7,0,0,0,0,0,0,0,2,0,222222222222222,0,0,222222222222222,0,0,0,0
e,38,33,34,33,33,0,1,0,0294117647058824,0,0,0,0,5,0,131578947368421,0,0,131578947368421,1,0,0,0294117647058824,0,0294117647058824
f,4,3,3,3,3,0,0,0,0,0,0,0,1,0,25,0,0,25,0,0,0,0
g,7,4,4,4,5,4,0,0,0,0,5,0,111111111111111,0,0,111111111111111,2,5,0,357142857142857,0,0,357142857142857,0,0,0,0
h,15,10,10,10,10,0,0,0,0,0,0,0,5,0,333333333333333,0,0,333333333333333,0,0,0,0
i,24,20,22,22,22,0,0,0,0,0,0,0,4,0,166666666666667,0,0,166666666666667,0,0,0,0
k,2,1,2,2,2,0,0,0,0,0,0,0,2,0,5,0,5,1,0,0,0,0
l,3,3,3,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
m,9,8,8,8,8,0,0,0,0,0,0,0,1,0,111111111111111,0,0,111111111111111,0,0,0,0
n,20,13,13,13,13,0,0,0,0,0,0,0,7,0,35,0,0,35,0,0,0,0
o,25,19,22,17,17,0,157894736842104,0,666666666666667,0,227272727272726,0,0,0,0,9,00000000000001,0,360000000000001,0,0,360000000000001,4,0,090909090909091,0,090909090909091,0,181818181818182
p,4,5,5,4,4,0,2,0,0,2,0,0,0,0,0,0,0,0,1,0,2,0,0,2
q,2,1,1,1,1,0,0,0,0,0,0,0,1,0,5,0,0,5,0,0,0,0
r,16,15,15,15,15,0,0,0,0,0,0,0,1,0,0625,0,0,0625,0,0,0,0
s,31,26,26,26,26,0,0,0,0,0,0,0,5,0,161290322580645,0,0,161290322580645,0,0,0,0
t,31,24,25,25,25,0,0,0,0,0,0,0,7,0,225806451612903,0,0,225806451612903,0,0,0,0
u,8,5,5,5,5,0,0,0,0,0,0,0,3,0,375,0,0,375,0,0,0,0
v,3,3,3,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
w,7,6,6,6,6,0,0,0,0,0,0,0,1,0,142857142857143,0,0,142857142857143,0,0,0,0
x,2,2,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
y,8,6,6,6,6,0,0,0,0,0,0,0,2,0,25,0,0,25,0,0,0,0
z,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Total,354,278,286,280,279,0,0143884892086331,0,375,0,0244755244755245,1,0,00357142857142857,0,0,00357142857142857,81,0,22316384180791,0,00564971751412429,0,228813559322034,6,0,0104895104895105,0,0104895104895105,0,020979020979021
