Credit: http://books.google.com/books?id=XWSc3b_gkX8C&pg=PA47&hl=en
Trial,Testing?,Seconds,WPM,AdjWPM,CPS,KSPS,MSD,KSPC,UncErrRate,CorErrRate,TotErrRate,Effic,Consc,UtilBand,WasteBand,|C|,|INF|,|IF|,|F|,|P|,|T|,|IS|
1,0,71,1834653,1,85436322106111,1,21692586382136,0,154530268421759,0,407397980384639,11,2,5,0,34375,0,28125,0,625,1,0,45,0,292682926829268,0,707317073170732,12,11,9,9,23,12,30
2,0,111,3333627,2,80239447038637,2,80239447038637,0,233532872532197,0,305389141003643,0,1,2962962962963,0,0,129032258064516,0,129032258064516,1,1,0,771428571428571,0,228571428571429,27,0,4,4,27,27,35
3,0,53,2879931,4,95421172091392,4,73881121130897,0,412850976742827,0,412850976742827,1,1,0,0434782608695652,0,0,0434782608695652,1,0,0,956521739130435,0,0434782608695652,22,1,0,0,22,23,23
4,1,77,4277204,4,64949759776216,4,49951380428596,0,387458133146846,0,387458133146846,1,1,0,032258064516129,0,0,032258064516129,1,0,0,967741935483871,0,032258064516129,30,1,0,0,30,31,31
5,1,43,0161397,6,97412650442922,6,70589086964348,0,581177208702435,0,581177208702435,1,1,0,0384615384615385,0,0,0384615384615385,1,0,0,961538461538462,0,0384615384615385,25,1,0,0,25,26,26
6,1,60,5354128,6,54162549957865,6,37389151240997,0,545135458298221,0,710328021418894,1,1,29411764705882,0,0256410256410256,0,128205128205128,0,153846153846154,1,0,833333333333333,0,75,0,25,33,1,5,5,33,34,44
7,1,42,6867367,10,6824750555364,10,4219268834501,0,890206254628033,0,983912176167826,1,1,1025641025641,0,024390243902439,0,0487804878048781,0,0731707317073171,1,0,666666666666667,0,883720930232558,0,116279069767442,38,1,2,2,38,39,43
8,1,18,9136126,15,2271279998619,14,6180428798674,1,26892733332182,1,26892733332182,1,1,0,04,0,0,04,1,0,0,96,0,04,24,1,0,0,24,25,25
9,1,21,0763399,10,8178175661325,10,3026833963167,0,901484797177711,0,996377933722733,1,1,1,0,0476190476190476,0,0476190476190476,0,0952380952380952,1,0,5,0,863636363636364,0,136363636363636,19,1,1,1,19,20,22
10,1,41,0815648,5,84203647471578,5,58803488885858,0,486836372892982,0,584203647471578,1,1,19047619047619,0,0434782608695652,0,0869565217391304,0,130434782608696,1,0,666666666666667,0,8,0,2,20,1,2,2,20,21,25
