Credit: http://books.google.com/books?id=XWSc3b_gkX8C&pg=PA47&hl=en
Trial,Testing?,Seconds,WPM,AdjWPM,CPS,KSPS,MSD,KSPC,UncErrRate,CorErrRate,TotErrRate,Effic,Consc,UtilBand,WasteBand,|C|,|INF|,|IF|,|F|,|P|,|T|,|IS|
1,0,40,3575756,5,94683888791377,5,67652802937224,0,495569907326148,0,545126898058762,1,1,0952380952381,0,0454545454545455,0,0454545454545455,0,0909090909090909,1,0,5,0,869565217391304,0,130434782608696,20,1,1,1,20,21,23
2,0,46,5536298,5,92864619119345,5,24457163067113,0,494053849266121,0,537015053550132,3,1,08333333333333,0,115384615384615,0,0384615384615385,0,153846153846154,1,0,25,0,814814814814815,0,185185185185185,22,3,1,1,25,24,26
3,0,28,8822913,8,72506953767896,8,72506953767896,0,727089128139913,0,727089128139913,0,1,0,0,0,1,1,1,0,22,0,0,0,22,22,22
4,1,69,7775501,5,15925250290494,5,15925250290494,0,429937708575412,0,544587764195522,0,1,25806451612903,0,0,114285714285714,0,114285714285714,1,1,0,794871794871795,0,205128205128205,31,0,4,4,31,31,39
5,1,50,9850502,7,0608933126048,7,0608933126048,0,5884077760504,0,70608933126048,0,1,19354838709677,0,0,0882352941176471,0,0882352941176471,1,1,0,837837837837838,0,162162162162162,31,0,3,3,31,31,37
6,1,38,9874301,8,31037078281289,8,02380627306073,0,692530898567741,0,692530898567741,1,1,0,0344827586206897,0,0,0344827586206897,1,0,0,96551724137931,0,0344827586206897,28,1,0,0,29,28,28
7,1,25,6701866,9,34936717600643,9,34936717600643,0,779113931333869,0,779113931333869,0,1,0,0,0,1,1,1,0,21,0,0,0,21,21,21
8,1,57,6744513,7,9064471307766,7,9064471307766,0,658870594231384,0,728225393624161,0,1,1025641025641,0,0,0487804878048781,0,0487804878048781,1,1,0,906976744186046,0,0930232558139535,39,0,2,2,39,39,43
9,1,98,550115,3,89649469206606,3,89649469206606,0,324707891005505,0,588533052447478,0,1,78787878787879,0,0,282608695652174,0,282608695652174,1,1,0,559322033898305,0,440677966101695,33,0,13,13,33,33,59
10,1,24,6280015,9,74500509105459,9,74500509105459,0,812083757587882,0,812083757587882,0,1,0,0,0,1,1,1,0,21,0,0,0,21,21,21
