Credit: http://books.google.com/books?id=XWSc3b_gkX8C&pg=PA47&hl=en
Trial,Testing?,Seconds,WPM,AdjWPM,CPS,KSPS,MSD,KSPC,UncErrRate,CorErrRate,TotErrRate,Effic,Consc,UtilBand,WasteBand,|C|,|INF|,|IF|,|F|,|P|,|T|,|IS|
1,0,55,98073,7,28822221503721,7,07998729460758,0,607351851253101,0,607351851253101,1,1,0,0285714285714286,0,0,0285714285714286,1,0,0,971428571428571,0,0285714285714286,34,1,0,0,34,35,35
2,0,50,4656546,7,37134993984602,7,37134993984602,0,614279161653835,0,614279161653835,0,1,0,0,0,1,1,1,0,32,0,0,0,32,32,32
3,0,47,2262798,6,86058697344185,6,86058697344185,0,571715581120154,0,614064883425351,0,1,07142857142857,0,0,0344827586206897,0,0344827586206897,1,1,0,933333333333333,0,0666666666666667,28,0,1,1,28,28,30
4,1,44,710602,6,97821067137499,6,97821067137499,0,581517555947916,0,626249675636217,0,1,07407407407407,0,0,0357142857142857,0,0357142857142857,1,1,0,931034482758621,0,0689655172413793,27,0,1,1,27,27,29
5,1,52,7380379,6,59865277240434,6,59865277240434,0,549887731033695,0,625734314624549,0,1,13333333333333,0,0,0625,0,0625,1,1,0,882352941176471,0,117647058823529,30,0,2,2,30,30,34
6,1,41,9119015,8,30313079448328,8,30313079448328,0,69192756620694,0,69192756620694,0,1,0,0,0,1,1,1,0,30,0,0,0,30,30,30
7,1,27,4188332,7,44014154475399,7,44014154475399,0,620011795396166,0,620011795396166,0,1,0,0,0,1,1,1,0,18,0,0,0,18,18,18
8,1,39,8014139,6,93442702044311,6,93442702044311,0,577868918370259,0,62811838953289,0,1,08333333333333,0,0,04,0,04,1,1,0,923076923076923,0,0769230769230769,24,0,1,1,24,24,26
9,1,46,0711076,6,51167327264344,6,51167327264344,0,542639439386953,0,58605059453791,0,1,07692307692308,0,0,037037037037037,0,037037037037037,1,1,0,928571428571429,0,0714285714285714,26,0,1,1,26,26,28
10,1,52,2014293,7,12624165637549,7,12624165637549,0,593853471364624,0,593853471364624,0,1,0,0,0,1,1,1,0,32,0,0,0,32,32,32
