Credit: http://books.google.com/books?id=XWSc3b_gkX8C&pg=PA47&hl=en
Trial,Testing?,Seconds,WPM,AdjWPM,CPS,KSPS,MSD,KSPC,UncErrRate,CorErrRate,TotErrRate,Effic,Consc,UtilBand,WasteBand,|C|,|INF|,|IF|,|F|,|P|,|T|,|IS|
1,0,160.8106331,1.79092634888706,1.60565810589875,0.149243862407255,0.522353518425393,6,3.4,0.103448275862069,0.5,0.603448275862069,0.935483870967742,0.828571428571429,0.258426966292135,0.741573033707865,23,6,29,31,29,25,85
2,0,29.3950747,15.1045712430185,14.783197386784,1.25871427025154,1.87106175307661,1,1.47368421052632,0.0212765957446809,0.191489361702128,0.212765957446809,1,0.9,0.660714285714286,0.339285714285714,37,1,9,9,37,38,56
3,0,104.9910839,2.97168091242079,2.68409888863814,0.247640076035066,0.838166411195608,6,3.2962962962963,0.0967741935483871,0.5,0.596774193548387,1,0.837837837837838,0.268817204301075,0.731182795698925,25,6,31,31,31,27,89
4,1,0,0,0,0,0,27,0,1,0,1,1,0,0,1,0,27,0,0,27,0,0
5,1,32.7486336,7.32855003758081,7.06681610766721,0.610712503131734,1.03821125532395,1,1.66666666666667,0.0357142857142857,0.25,0.285714285714286,1,0.875,0.571428571428571,0.428571428571429,20,1,7,7,20,21,35
6,1,83.4973512,2.58690840961671,2.58690840961671,0.215575700801393,1.24554849351916,0,5.52631578947368,0,0.693548387096774,0.693548387096774,1,1,0.180952380952381,0.819047619047619,19,0,43,43,19,19,105
7,1,41.542045,6.35500731848902,4.8091947275052,0.529583943207418,0.818447912229646,9,1.52173913043478,0.243243243243243,0.162162162162162,0.405405405405405,1,0.4,0.511627906976744,0.488372093023256,22,9,6,6,31,23,35
8,1,22.2888036,9.69096430101794,9.22948981049327,0.807580358418161,0.987042660288864,1,1.21052631578947,0.0476190476190476,0.0952380952380952,0.142857142857143,1,0.666666666666667,0.782608695652174,0.217391304347826,18,1,2,2,18,19,23
9,1,66.7057899,5.39683287672155,4.9062117061105,0.449736073060129,0.839507336378907,4,1.83870967741935,0.0909090909090909,0.295454545454545,0.386363636363636,1,0.764705882352941,0.473684210526316,0.526315789473684,27,4,13,13,31,31,57
10,1,50.7660999,7.80048104502903,7.6004687105411,0.650040087085752,0.847021931657192,1,1.29411764705882,0.0256410256410256,0.128205128205128,0.153846153846154,1,0.833333333333333,0.75,0.25,33,1,5,5,33,34,44
11,1,38.5498509,8.71598701825329,8.4154357417618,0.726332251521108,0.726332251521108,1,1,0.0344827586206897,0,0.0344827586206897,1,0,0.96551724137931,0.0344827586206897,28,1,0,0,28,29,29
12,1,385.3652122,0.498228677424973,0.498228677424973,0.0415190564520811,1.01202700101948,0,23,0,0.916666666666667,0.916666666666667,1,1,0.0434782608695652,0.956521739130435,17,0,187,187,17,17,391
13,1,93.3602015,4.62723937030063,4.11310166248945,0.385603280858386,0.556982516795446,5,1.43243243243243,0.111111111111111,0.177777777777778,0.288888888888889,1,0.615384615384615,0.60377358490566,0.39622641509434,32,5,8,8,37,37,53
14,1,260.5621909,2.11849615668856,1.97405323691434,0.176541346390713,0.828976756965087,9,4.61702127659574,0.0681818181818182,0.643939393939394,0.712121212121212,1,0.904255319148936,0.175115207373272,0.824884792626728,38,9,85,85,38,47,217
15,1,90.2446725,5.45184537070596,5.27597939100576,0.45432044755883,0.897559908591834,2,1.95238095238095,0.032258064516129,0.32258064516129,0.354838709677419,1,0.909090909090909,0.48780487804878,0.51219512195122,40,2,20,20,40,42,82
16,1,79.6269824,5.87740469240738,5.27766951971275,0.489783724367282,0.59025218064775,5,1.2,0.102040816326531,0.0816326530612245,0.183673469387755,1,0.444444444444444,0.754716981132076,0.245283018867925,40,5,4,4,45,40,48
17,1,61.5454065,3.3146259258195,3.22504144133789,0.276218827151625,0.893649146667022,1,3.11111111111111,0.027027027027027,0.513513513513513,0.540540540540541,1,0.95,0.303571428571429,0.696428571428571,17,1,19,19,17,18,56
18,1,137.3936566,2.79488885806392,2.66387844284217,0.23290740483866,0.669608788911147,3,2.81818181818182,0.046875,0.46875,0.515625,1,0.909090909090909,0.329787234042553,0.670212765957447,31,3,30,30,34,33,93
