Credit: http://books.google.com/books?id=XWSc3b_gkX8C&pg=PA47&hl=en
Trial,Testing?,Seconds,WPM,AdjWPM,CPS,KSPS,MSD,KSPC,UncErrRate,CorErrRate,TotErrRate,Effic,Consc,UtilBand,WasteBand,|C|,|INF|,|IF|,|F|,|P|,|T|,|IS|
1,0,0,0,0,0,0,26,0,1,0,1,1,0,0,1,0,26,0,0,26,0,0
2,0,23.2233917,15.5016116788832,7.00072785497953,1.29180097324027,1.29180097324027,17,1,0.548387096774194,0,0.548387096774194,1,0,0.451612903225806,0.548387096774194,14,17,0,0,26,31,31
3,0,307.72455,1.63782837605904,1.29041023568288,0.13648569800492,0.285970033915071,14,2.06976744186047,0.212121212121212,0.348484848484849,0.560606060606061,1,0.621621621621622,0.325842696629214,0.674157303370787,29,14,23,23,35,43,89
4,1,82.7796527,6.23341585969229,5.12525304019144,0.519451321641024,0.519451321641024,8,1,0.177777777777778,0,0.177777777777778,1,0,0.822222222222222,0.177777777777778,37,8,0,0,45,44,44
5,1,81.8137145,2.20012012778127,1.23756757187696,0.183343343981772,0.183343343981772,7,1,0.4375,0,0.4375,1,0,0.5625,0.4375,9,7,0,0,12,16,16
6,1,144.4005137,1.82824834368993,1.08706658273455,0.152354028640827,0.346259156001881,15,2.21739130434783,0.405405405405405,0.378378378378378,0.783783783783784,1,0.482758620689655,0.156862745098039,0.843137254901961,8,15,14,14,10,23,51
7,1,19.6279552,12.8388310158768,12.2552477878824,1.0699025846564,1.0699025846564,1,1,0.0454545454545455,0,0.0454545454545455,1,0,0.954545454545455,0.0454545454545455,21,1,0,0,21,22,22
8,1,87.2017854,1.7889541972612,1.66557804572594,0.149079516438433,0.470173859536596,2,3,0.0689655172413793,0.482758620689655,0.551724137931034,1,0.875,0.302325581395349,0.697674418604651,13,2,14,14,15,14,42
9,1,175.8516843,1.91070106230424,1.64253249215628,0.159225088525353,0.47767526557606,8,2.93103448275862,0.140350877192982,0.491228070175439,0.631578947368421,1,0.777777777777778,0.247058823529412,0.752941176470588,21,8,28,28,22,29,85
10,1,121.7763007,2.46353353054352,2.26160455263011,0.205294460878626,0.7472718375982,5,3.53846153846154,0.0819672131147541,0.540983606557377,0.622950819672131,1,0.868421052631579,0.24468085106383,0.75531914893617,23,5,33,33,28,26,92
11,1,30.900971,7.37840891795924,7.37840891795924,0.614867409829937,1.00320472130148,0,1.6,0,0.230769230769231,0.230769230769231,1,1,0.625,0.375,20,0,6,6,20,20,32
12,1,61.6421311,5.64548943701267,5.17503198392828,0.470457453084389,0.66512950263655,3,1.4,0.0833333333333333,0.166666666666667,0.25,1,0.666666666666667,0.642857142857143,0.357142857142857,27,3,6,6,30,30,42
13,1,19.2691177,9.96413032445175,9.37800501124871,0.830344193704313,0.830344193704313,1,1,0.0588235294117647,0,0.0588235294117647,1,0,0.941176470588235,0.0588235294117647,16,1,0,0,16,17,17
14,1,126.9265182,2.64720095347262,2.21500487943628,0.220600079456052,0.425443010379528,8,1.89655172413793,0.163265306122449,0.26530612244898,0.428571428571429,1,0.619047619047619,0.451612903225806,0.548387096774194,28,8,13,13,36,29,55
15,1,145.7593874,1.81120409950351,1.52141144358295,0.150933674958626,0.521407240766161,8,3.34782608695652,0.16,0.54,0.7,1,0.771428571428571,0.194805194805195,0.805194805194805,15,8,27,27,18,23,77
16,1,85.2329854,3.94213576379081,3.94213576379081,0.328511313649234,0.63355753346638,0,1.89655172413793,0,0.30952380952381,0.30952380952381,1,1,0.527272727272727,0.472727272727273,29,0,13,13,29,29,55
17,1,61.8687867,4.46105402613302,4.34048499839969,0.371754502177752,0.759672243580623,1,2,0.027027027027027,0.324324324324324,0.351351351351351,1,0.923076923076923,0.489795918367347,0.510204081632653,24,1,12,12,25,24,48
18,1,34.7696495,5.17692880395588,5.17692880395588,0.43141073366299,0.719017889438316,0,1.625,0,0.238095238095238,0.238095238095238,1,1,0.615384615384615,0.384615384615385,16,0,5,5,16,16,26
